File,Pair,Count,Mean_Energy
dump_33.csv,3-4,1277,-4.329622047768207
dump_33.csv,3-5,1390,-4.469289676258993
dump_33.csv,4-4,461,-4.171792852494577
dump_33.csv,4-5,717,-4.328518061366807
dump_33.csv,5-5,941,-4.468082056323061
dump_34.csv,1-1,59,-3.6482762711864405
dump_34.csv,1-2,138,-3.71969231884058
dump_34.csv,1-3,199,-4.066763944723618
dump_34.csv,1-4,178,-3.910523567415731
dump_34.csv,1-5,198,-4.067880808080808
dump_34.csv,2-2,173,-3.7975157803468207
dump_34.csv,2-3,378,-4.126504854497354
dump_34.csv,2-4,347,-3.9753615561959657
dump_34.csv,2-5,379,-4.127063957783641
dump_34.csv,3-3,1006,-4.473283802186878
dump_34.csv,3-4,1249,-4.32950709367494
dump_34.csv,3-5,1383,-4.468066160520608
dump_34.csv,4-4,454,-4.178780154185022
dump_34.csv,4-5,711,-4.330420021097047
dump_34.csv,5-5,931,-4.467159017185821
dump_35.csv,1-1,86,-3.6283976744186046
dump_35.csv,1-2,176,-3.7153953977272725
dump_35.csv,1-3,250,-4.0548813
dump_35.csv,1-4,230,-3.8995569347826087
dump_35.csv,1-5,251,-4.062119123505976
dump_35.csv,2-2,217,-3.8001901612903226
dump_35.csv,2-3,427,-4.127105690866511
dump_35.csv,2-4,392,-3.972733941326531
dump_35.csv,2-5,421,-4.129751128266033
dump_35.csv,3-3,938,-4.469186807036248
dump_35.csv,3-4,1194,-4.3200438525963145
dump_35.csv,3-5,1303,-4.4643679700690715
dump_35.csv,4-4,465,-4.165129010752689
dump_35.csv,4-5,715,-4.324013825174825
dump_35.csv,5-5,912,-4.46598100877193
dump_36.csv,1-1,84,-3.6483971428571427
dump_36.csv,1-2,248,-3.7408686693548385
dump_36.csv,1-3,252,-4.081156587301587
dump_36.csv,1-4,254,-3.9020582677165354
dump_36.csv,1-5,236,-4.085134406779661
dump_36.csv,2-2,591,-3.829441666666667
dump_36.csv,2-3,846,-4.1617939834515365
dump_36.csv,2-4,860,-3.9887904709302324
dump_36.csv,2-5,798,-4.165751622807018
dump_36.csv,3-3,714,-4.501562226890756
dump_36.csv,3-4,1018,-4.337480555009823
dump_36.csv,3-5,936,-4.4982272329059825
dump_36.csv,4-4,790,-4.163617170886075
dump_36.csv,4-5,1016,-4.337261820866142
dump_36.csv,5-5,465,-4.496466043010753
dump_37.csv,1-1,464,-3.59317724137931
dump_37.csv,1-2,699,-3.677083054363376
dump_37.csv,1-3,670,-3.9860234552238802
dump_37.csv,1-4,493,-3.8179971196754563
dump_37.csv,1-5,713,-4.005419600280505
dump_37.csv,2-2,661,-3.777019084720121
dump_37.csv,2-3,875,-4.081395245714286
dump_37.csv,2-4,658,-3.917771474164134
dump_37.csv,2-5,949,-4.098587744994731
dump_37.csv,3-3,493,-4.391746734279919
dump_37.csv,3-4,530,-4.237962226415094
dump_37.csv,3-5,748,-4.3995974933155075
dump_37.csv,4-4,150,-4.063936166666666
dump_37.csv,4-5,350,-4.249756414285715
dump_37.csv,5-5,859,-4.4144962048894065
dump_38.csv,1-1,74,-3.6561378378378375
dump_38.csv,1-2,202,-3.7364705445544555
dump_38.csv,1-3,224,-4.082842477678572
dump_38.csv,1-4,227,-3.9109805947136564
dump_38.csv,1-5,228,-4.082185482456141
dump_38.csv,2-2,321,-3.816749439252337
dump_38.csv,2-3,546,-4.147416456043956
dump_38.csv,2-4,542,-3.9831431734317344
dump_38.csv,2-5,555,-4.150473378378378
dump_38.csv,3-3,716,-4.497076815642458
dump_38.csv,3-4,980,-4.337156326530613
dump_38.csv,3-5,1018,-4.49010003438114
dump_38.csv,4-4,698,-4.16696467765043
dump_38.csv,4-5,980,-4.337309984693878
dump_38.csv,5-5,842,-4.486812701900238
dump_39.csv,1-1,442,-3.581788212669683
dump_39.csv,1-2,692,-3.6730880057803468
dump_39.csv,1-3,684,-3.999928684210526
dump_39.csv,1-4,663,-3.8245242835595774
dump_39.csv,1-5,327,-4.024778685015291
dump_39.csv,2-2,869,-3.785474562715765
dump_39.csv,2-3,1188,-4.098982676767677
dump_39.csv,2-4,1179,-3.9272293214588636
